slope,PP,valor_humedad_suelo1,output
37.6168848070226,11.3582994304597,0.460906982421875,1
37.6168848070226,282.989358976483,0.467758178710938,1
58.7183339033002,83.7719010729343,0.436965942382813,1
40.0985483574615,101.366892367601,0.515045166015625,1
42.9779057775624,0.0,0.478530883789063,1
22.4371070266735,8.39935706043616,0.437179565429688,1
35.5737743185841,137.366216026247,0.438995361328125,1
35.5737743185841,2.28291989332138,0.415206909179688,1
35.5737743185841,329.302224098239,0.438995361328125,1
35.5737743185841,54.8164203166962,0.438995361328125,1
71.5943815158914,13.0401752845501,0.432647705078125,1
34.9746632122102,6.78884864784777,0.438995361328125,1
27.2670675616022,182.048169821501,0.386825561523437,1
49.7003242831949,73.4884505867958,0.520004272460938,1
49.7003242831949,152.303294681013,0.519012451171875,1
46.6645795867218,202.307544127107,0.520004272460938,1
46.6645795867218,196.09642637521,0.519012451171875,1
22.2899679242901,3.19395261525642,0.51910400390625,1
37.334405798162,66.6248688538908,0.437271118164063,1
65.2734324309433,205.778105200268,0.438995361328125,1
37.9689552738191,3.78624900616705,0.437652587890625,1
32.1254338844603,0.259650897234678,0.434249877929688,1
37.5430771951307,190.092584325466,0.438629150390625,1
35.5737743185841,190.092584325466,0.438629150390625,1
35.5737743185841,190.092584325466,0.438629150390625,1
35.5737743185841,190.092584325466,0.438629150390625,1
35.5737743185841,190.092584325466,0.438629150390625,1
36.0696847012119,101.694187313318,0.438995361328125,1
36.0696847012119,101.694187313318,0.438995361328125,1
34.6299085151535,147.043526679277,0.425033569335938,1
42.5393955518055,18.0632031876594,0.506698608398438,1
59.6720845376143,5.83341597393155,0.408187866210938,1
59.6720845376143,0.76716174185276,0.399383544921875,1
53.4370866878808,0.0796392560005188,0.41802978515625,1
36.8647972330107,3.49506723787636,0.517822265625,1
43.7342037956372,3.49506723787636,0.517822265625,1
40.9653009286908,2.70463827997446,0.504974365234375,1
40.9653009286908,9.38885481609032,0.48480224609375,1
40.6856969461529,0.153308302164078,0.473678588867188,1
40.6856969461529,2.70463827997446,0.504974365234375,1
22.2899679242901,3.19395261525642,0.51910400390625,1
36.0110089758276,4.71636156272143,0.425262451171875,1
59.6720845376143,5.83341597393155,0.408187866210938,1
59.6720845376143,0.76716174185276,0.399383544921875,1
59.6720845376143,5.83341597393155,0.408187866210938,1
59.6720845376143,1.53691872284981,0.416168212890625,1
59.6720845376143,9.10168510256335,0.387008666992187,1
25.7843523184626,27.776871105656,0.438278198242188,1
23.8758130334548,99.1773526370525,0.46771240234375,1
31.2783500424603,6.79554627928883,0.480499267578125,1
21.721670673986,165.004321214743,0.438995361328125,1
40.0985483574615,101.366892367601,0.515045166015625,1
40.0985483574615,101.366892367601,0.515045166015625,1
22.7766571941445,3.93922197818756,0.422866821289063,1
17.1306119572166,2.63677000999451,0.42010498046875,1
17.1306119572166,18.8911064439453,0.437881469726563,1
37.6168848070226,11.3582994304597,0.460906982421875,1
32.1727972143002,102.013457184192,0.467758178710938,1
32.1727972143002,191.433317102026,0.467758178710938,1
37.6168848070226,102.013457184192,0.467758178710938,1
37.6168848070226,191.433317102026,0.467758178710938,1
37.6168848070226,191.433317102026,0.467758178710938,1
37.6168848070226,191.433317102026,0.467758178710938,1
37.6168848070226,191.433317102026,0.467758178710938,1
37.6168848070226,282.989358976483,0.467758178710938,1
31.3093169571876,191.433317102026,0.467758178710938,1
31.3093169571876,102.013457184192,0.467758178710938,1
31.3093169571876,80.6618750141934,0.465682983398438,1
33.237482657585,178.47672676295,0.438674926757813,1
31.3093169571876,80.6618750141934,0.465682983398438,1
31.3093169571876,191.433317102026,0.467758178710938,1
31.3093169571876,102.013457184192,0.467758178710938,1
31.3093169571876,17.2378993032617,0.420166015625,1
20.0080816733662,0.331126898527145,0.485122680664063,1
34.0151123618219,2.63677000999451,0.405441284179688,1
46.6645795867218,202.307544127107,0.520004272460938,1
46.6645795867218,202.307544127107,0.520004272460938,1
46.6645795867218,196.09642637521,0.519012451171875,1
42.5393955518055,39.3047480429523,0.519668579101563,1
42.5393955518055,18.0632031876594,0.506698608398438,1
42.5393955518055,18.0632031876594,0.506698608398438,1
42.5393955518055,18.0632031876594,0.506698608398438,1
42.5393955518055,125.040763705969,0.518539428710938,1
41.7425969143178,62.8164714053273,0.519622802734375,1
36.9171819262397,62.4293638393283,0.520004272460938,1
49.7003242831949,152.303294681013,0.519012451171875,1
49.7003242831949,73.4884505867958,0.520004272460938,1
49.7003242831949,0.0,0.471527099609375,1
49.7003242831949,0.232636261731386,0.454269409179688,1
